,Imports (MW),Exports (MW),Net Import/Exports (MW),Power Generated (MW),Ontario Demand (MW),Total Emissions (tonnes),CO2e Intensity (g/kWh),nuclear (%),hydro (%),gas (%),wind (%),biofuel (%),solar (%),nuclear (MW),hydro (MW),gas (MW),wind (MW),biofuel (MW),solar (MW)
2023-09-21 10:00:00-04:00,87.0,1178.0,1091.0,15919.0,14828.0,924.0,58.0,56.0,24.3,15.5,2.6,0.5,1.2,8915.0,3863.0,2463.0,411.0,72.0,195.0
2023-09-21 11:00:00-04:00,59.0,1423.0,1364.0,16188.0,14824.0,1003.0,62.0,55.1,24.1,17.0,1.4,0.5,1.8,8920.0,3906.0,2751.0,233.0,82.0,296.0
2023-09-21 12:00:00-04:00,59.0,1369.0,1310.0,16264.0,14954.0,1021.0,63.0,54.9,23.5,17.6,1.1,0.5,2.3,8934.0,3827.0,2865.0,183.0,83.0,372.0
2023-09-21 13:00:00-04:00,59.0,1439.0,1380.0,16438.0,15058.0,1111.0,68.0,54.3,23.5,18.6,0.7,0.5,2.4,8932.0,3859.0,3059.0,117.0,83.0,388.0
2023-09-21 14:00:00-04:00,59.0,2088.0,2029.0,17281.0,15252.0,1211.0,70.0,51.5,24.8,20.4,0.5,0.5,2.3,8906.0,4285.0,3520.0,94.0,84.0,392.0
2023-09-21 15:00:00-04:00,59.0,2128.0,2069.0,17590.0,15521.0,1328.0,75.0,50.4,23.8,22.4,0.7,0.5,2.3,8869.0,4186.0,3936.0,121.0,82.0,396.0
2023-09-21 16:00:00-04:00,84.0,1863.0,1779.0,17522.0,15743.0,1367.0,78.0,50.6,23.6,22.7,0.6,0.5,2.0,8866.0,4143.0,3975.0,103.0,88.0,347.0
2023-09-21 17:00:00-04:00,125.0,1573.0,1448.0,17816.0,16368.0,1439.0,81.0,49.8,23.9,23.4,0.7,0.8,1.4,8881.0,4256.0,4167.0,116.0,138.0,258.0
2023-09-21 18:00:00-04:00,618.0,1445.0,827.0,17739.0,16912.0,1393.0,79.0,50.1,24.9,22.9,0.7,0.7,0.7,8886.0,4410.0,4067.0,116.0,127.0,133.0
2023-09-21 19:00:00-04:00,1183.0,1582.0,399.0,17319.0,16920.0,1376.0,79.0,51.2,24.4,22.8,0.6,0.8,0.2,8875.0,4225.0,3951.0,105.0,131.0,32.0
2023-09-21 20:00:00-04:00,1224.0,1656.0,432.0,17481.0,17049.0,1421.0,81.0,50.8,23.7,23.3,1.3,1.0,0.0,8874.0,4140.0,4068.0,220.0,179.0,0.0
2023-09-21 21:00:00-04:00,1166.0,1653.0,487.0,17408.0,16921.0,1435.0,82.0,51.0,22.5,23.7,2.0,0.8,0.0,8872.0,3925.0,4118.0,353.0,140.0,0.0
2023-09-21 22:00:00-04:00,486.0,1537.0,1051.0,17136.0,16085.0,1339.0,78.0,51.8,22.5,22.3,2.9,0.6,0.0,8870.0,3852.0,3819.0,490.0,105.0,0.0
2023-09-21 23:00:00-04:00,143.0,1765.0,1622.0,16606.0,14984.0,1117.0,67.0,53.4,22.5,19.4,4.3,0.4,0.0,8872.0,3729.0,3224.0,718.0,63.0,0.0
2023-09-22 00:00:00-04:00,59.0,2295.0,2236.0,16223.0,13987.0,993.0,61.0,54.7,21.3,18.1,5.7,0.2,0.0,8880.0,3449.0,2940.0,923.0,31.0,0.0
2023-09-22 01:00:00-04:00,170.0,1701.0,1531.0,14680.0,13149.0,503.0,34.0,60.4,21.4,12.1,5.9,0.2,0.0,8873.0,3146.0,1771.0,867.0,23.0,0.0
2023-09-22 02:00:00-04:00,190.0,1314.0,1124.0,13694.0,12570.0,346.0,25.0,64.8,21.7,7.3,6.1,0.1,0.0,8867.0,2973.0,998.0,837.0,19.0,0.0
2023-09-22 03:00:00-04:00,196.0,1523.0,1327.0,13568.0,12241.0,329.0,24.0,65.4,22.2,6.1,6.1,0.1,0.0,8873.0,3017.0,830.0,829.0,19.0,0.0
2023-09-22 04:00:00-04:00,163.0,1636.0,1473.0,13532.0,12059.0,329.0,24.0,65.5,20.0,7.7,6.6,0.1,0.0,8867.0,2711.0,1042.0,893.0,19.0,0.0
2023-09-22 05:00:00-04:00,128.0,1821.0,1693.0,13763.0,12070.0,329.0,24.0,64.4,18.9,10.1,6.4,0.1,0.0,8870.0,2597.0,1396.0,881.0,19.0,0.0
2023-09-22 06:00:00-04:00,116.0,1543.0,1427.0,13858.0,12431.0,374.0,27.0,63.9,19.3,11.0,5.7,0.1,0.0,8861.0,2673.0,1521.0,784.0,19.0,0.0
2023-09-22 07:00:00-04:00,225.0,1546.0,1321.0,14774.0,13453.0,508.0,34.0,59.9,20.5,12.5,7.0,0.1,0.0,8855.0,3023.0,1851.0,1027.0,18.0,0.0
2023-09-22 08:00:00-04:00,217.0,1505.0,1288.0,15736.0,14448.0,619.0,39.0,56.3,23.3,14.2,6.0,0.1,0.1,8857.0,3666.0,2236.0,944.0,19.0,14.0
2023-09-22 09:00:00-04:00,180.0,1170.0,990.0,15681.0,14691.0,604.0,39.0,56.5,24.0,13.2,5.6,0.1,0.6,8854.0,3762.0,2070.0,881.0,19.0,95.0
2023-09-22 10:00:00-04:00,151.0,1154.0,1003.0,15998.0,14995.0,705.0,44.0,55.3,24.0,15.7,3.5,0.2,1.3,8851.0,3842.0,2515.0,562.0,26.0,202.0
2023-09-22 11:00:00-04:00,119.0,1410.0,1291.0,16350.0,15059.0,854.0,52.0,54.1,24.0,17.5,2.2,0.4,1.8,8853.0,3924.0,2862.0,355.0,69.0,287.0
2023-09-22 12:00:00-04:00,59.0,1339.0,1280.0,16485.0,15205.0,836.0,51.0,53.7,24.6,17.2,1.8,0.7,2.0,8855.0,4056.0,2831.0,298.0,118.0,327.0
2023-09-22 13:00:00-04:00,88.0,1202.0,1114.0,16444.0,15330.0,836.0,51.0,53.8,25.2,16.3,1.8,0.6,2.1,8853.0,4148.0,2688.0,299.0,106.0,350.0
2023-09-22 14:00:00-04:00,93.0,1464.0,1371.0,16830.0,15459.0,943.0,56.0,52.6,25.0,17.5,2.2,0.5,2.2,8846.0,4214.0,2950.0,367.0,82.0,371.0
2023-09-22 15:00:00-04:00,112.0,1459.0,1347.0,16926.0,15579.0,1010.0,60.0,52.3,24.9,18.2,2.0,0.5,2.1,8844.0,4215.0,3084.0,346.0,81.0,356.0
2023-09-22 16:00:00-04:00,59.0,1619.0,1560.0,17301.0,15741.0,1152.0,67.0,51.1,24.7,19.9,2.1,0.2,1.9,8839.0,4276.0,3451.0,367.0,43.0,325.0
2023-09-22 17:00:00-04:00,59.0,1479.0,1420.0,17597.0,16177.0,1215.0,69.0,50.2,24.8,21.1,2.4,0.2,1.4,8830.0,4371.0,3709.0,418.0,29.0,240.0
2023-09-22 18:00:00-04:00,157.0,1384.0,1227.0,17908.0,16681.0,1250.0,70.0,49.3,25.5,21.6,2.8,0.2,0.7,8828.0,4562.0,3864.0,493.0,29.0,132.0
2023-09-22 19:00:00-04:00,598.0,1484.0,886.0,17613.0,16727.0,1292.0,73.0,50.1,23.9,22.5,3.1,0.2,0.2,8826.0,4215.0,3957.0,548.0,29.0,38.0
2023-09-22 20:00:00-04:00,513.0,1491.0,978.0,17639.0,16661.0,1255.0,71.0,50.0,23.2,21.8,4.8,0.2,0.0,8824.0,4087.0,3853.0,846.0,29.0,0.0
2023-09-22 21:00:00-04:00,326.0,1459.0,1133.0,17596.0,16463.0,1171.0,67.0,50.2,21.9,20.2,7.6,0.2,0.0,8829.0,3849.0,3550.0,1339.0,29.0,0.0
2023-09-22 22:00:00-04:00,79.0,1349.0,1270.0,16832.0,15562.0,999.0,59.0,52.4,19.9,17.7,9.8,0.2,0.0,8825.0,3345.0,2987.0,1646.0,29.0,0.0
2023-09-22 23:00:00-04:00,158.0,1534.0,1376.0,15987.0,14611.0,684.0,43.0,55.2,19.6,14.0,11.0,0.2,0.0,8823.0,3131.0,2245.0,1759.0,29.0,0.0
2023-09-23 00:00:00-04:00,100.0,1651.0,1551.0,15142.0,13591.0,455.0,30.0,58.3,19.9,11.1,10.5,0.2,0.0,8824.0,3011.0,1683.0,1595.0,29.0,0.0
2023-09-23 01:00:00-04:00,192.0,1395.0,1203.0,14058.0,12855.0,245.0,17.0,62.8,20.9,5.2,11.0,0.1,0.0,8828.0,2938.0,727.0,1544.0,21.0,0.0
2023-09-23 02:00:00-04:00,100.0,1440.0,1340.0,13616.0,12276.0,194.0,14.0,64.8,21.0,2.5,11.5,0.1,0.0,8824.0,2864.0,347.0,1564.0,17.0,0.0
2023-09-23 03:00:00-04:00,171.0,1705.0,1534.0,13459.0,11925.0,112.0,8.0,65.6,23.6,1.4,9.4,0.1,0.0,8827.0,3171.0,184.0,1260.0,17.0,0.0
2023-09-23 04:00:00-04:00,188.0,1738.0,1550.0,13345.0,11795.0,144.0,11.0,66.2,25.0,2.0,6.6,0.1,0.0,8831.0,3340.0,272.0,885.0,17.0,0.0
2023-09-23 05:00:00-04:00,192.0,1552.0,1360.0,13182.0,11822.0,240.0,18.0,67.0,24.4,3.7,4.8,0.1,0.0,8830.0,3216.0,491.0,628.0,17.0,0.0
2023-09-23 06:00:00-04:00,142.0,1614.0,1472.0,13255.0,11783.0,309.0,23.0,66.6,23.8,5.2,4.3,0.1,0.0,8823.0,3155.0,686.0,574.0,17.0,0.0
2023-09-23 07:00:00-04:00,139.0,1354.0,1215.0,13553.0,12338.0,392.0,29.0,65.1,24.6,6.6,3.6,0.1,0.0,8825.0,3339.0,890.0,482.0,17.0,0.0
2023-09-23 08:00:00-04:00,77.0,1497.0,1420.0,14199.0,12779.0,624.0,44.0,62.2,23.4,10.2,4.0,0.1,0.1,8826.0,3325.0,1453.0,569.0,17.0,9.0
2023-09-23 09:00:00-04:00,80.0,1117.0,1037.0,14254.0,13217.0,542.0,38.0,61.9,23.4,8.8,5.3,0.1,0.4,8825.0,3332.0,1254.0,762.0,17.0,64.0
2023-09-23 10:00:00-04:00,138.0,1001.0,863.0,14447.0,13584.0,608.0,42.0,61.0,24.0,9.8,4.0,0.1,1.0,8819.0,3462.0,1420.0,584.0,17.0,145.0
2023-09-23 11:00:00-04:00,135.0,1049.0,914.0,14879.0,13965.0,706.0,47.0,59.3,24.0,11.1,3.7,0.2,1.7,8819.0,3576.0,1652.0,556.0,24.0,252.0
2023-09-23 12:00:00-04:00,135.0,1601.0,1466.0,15446.0,13980.0,706.0,46.0,57.1,24.2,10.7,5.5,0.2,2.3,8818.0,3738.0,1656.0,857.0,28.0,349.0
2023-09-23 13:00:00-04:00,140.0,1109.0,969.0,14979.0,14010.0,580.0,39.0,58.8,21.0,9.1,8.5,0.2,2.5,8810.0,3142.0,1360.0,1272.0,28.0,367.0
2023-09-23 14:00:00-04:00,135.0,1028.0,893.0,14775.0,13882.0,559.0,38.0,59.6,21.0,8.9,7.9,0.2,2.4,8807.0,3108.0,1314.0,1165.0,28.0,353.0
2023-09-23 15:00:00-04:00,110.0,1703.0,1593.0,15583.0,13990.0,623.0,40.0,56.5,20.6,9.5,11.2,0.2,2.1,8804.0,3205.0,1473.0,1747.0,28.0,326.0
2023-09-23 16:00:00-04:00,138.0,1698.0,1560.0,15734.0,14174.0,767.0,49.0,55.9,20.2,11.4,10.6,0.2,1.7,8802.0,3178.0,1790.0,1673.0,28.0,263.0
2023-09-23 17:00:00-04:00,135.0,1636.0,1501.0,16048.0,14547.0,846.0,53.0,54.8,21.5,12.2,10.3,0.2,1.1,8800.0,3447.0,1950.0,1647.0,28.0,176.0
2023-09-23 18:00:00-04:00,238.0,1611.0,1373.0,16333.0,14960.0,857.0,52.0,53.9,23.1,12.1,10.2,0.2,0.6,8801.0,3772.0,1972.0,1664.0,28.0,96.0
2023-09-23 19:00:00-04:00,364.0,1590.0,1226.0,16276.0,15050.0,854.0,52.0,54.1,23.7,12.1,9.8,0.1,0.2,8801.0,3856.0,1967.0,1597.0,24.0,31.0
2023-09-23 20:00:00-04:00,362.0,1608.0,1246.0,16373.0,15127.0,906.0,55.0,53.8,23.4,12.7,10.0,0.1,0.0,8801.0,3832.0,2081.0,1641.0,18.0,0.0
2023-09-23 21:00:00-04:00,163.0,1871.0,1708.0,16640.0,14932.0,1008.0,61.0,52.8,23.4,14.0,9.7,0.0,0.0,8794.0,3899.0,2334.0,1610.0,3.0,0.0
2023-09-23 22:00:00-04:00,86.0,1781.0,1695.0,16174.0,14479.0,939.0,58.0,54.4,21.9,13.4,10.4,0.0,0.0,8795.0,3535.0,2163.0,1681.0,0.0,0.0
2023-09-23 23:00:00-04:00,9.0,2171.0,2162.0,15829.0,13667.0,760.0,48.0,55.6,21.8,11.3,11.3,0.0,0.0,8803.0,3457.0,1783.0,1786.0,0.0,0.0
2023-09-24 00:00:00-04:00,59.0,2182.0,2123.0,15129.0,13006.0,458.0,30.0,58.2,21.0,7.1,13.7,0.0,0.0,8806.0,3180.0,1077.0,2066.0,0.0,0.0
2023-09-24 01:00:00-04:00,116.0,2069.0,1953.0,14244.0,12291.0,164.0,12.0,61.8,20.0,2.3,15.9,0.0,0.0,8804.0,2849.0,329.0,2262.0,0.0,0.0
2023-09-24 02:00:00-04:00,116.0,2371.0,2255.0,13962.0,11707.0,96.0,7.0,63.0,22.0,1.1,13.8,0.0,0.0,8801.0,3076.0,154.0,1931.0,0.0,0.0
2023-09-24 03:00:00-04:00,69.0,2591.0,2522.0,13961.0,11439.0,97.0,7.0,63.0,23.1,1.1,12.7,0.0,0.0,8800.0,3229.0,155.0,1777.0,0.0,0.0
2023-09-24 04:00:00-04:00,119.0,2947.0,2828.0,14072.0,11244.0,98.0,7.0,62.5,24.5,1.1,11.9,0.0,0.0,8797.0,3450.0,157.0,1668.0,0.0,0.0
2023-09-24 05:00:00-04:00,66.0,2737.0,2671.0,13866.0,11195.0,93.0,7.0,63.5,22.7,1.1,12.8,0.0,0.0,8800.0,3141.0,148.0,1777.0,0.0,0.0
2023-09-24 06:00:00-04:00,66.0,2503.0,2437.0,13665.0,11228.0,89.0,7.0,64.4,21.3,1.0,13.3,0.0,0.0,8794.0,2907.0,143.0,1821.0,0.0,0.0
2023-09-24 07:00:00-04:00,66.0,2368.0,2302.0,13842.0,11540.0,130.0,9.0,63.6,19.9,1.8,14.7,0.0,0.0,8806.0,2756.0,244.0,2036.0,0.0,0.0
2023-09-24 08:00:00-04:00,38.0,2394.0,2356.0,14343.0,11987.0,223.0,16.0,61.4,20.5,3.3,14.7,0.0,0.1,8810.0,2935.0,470.0,2115.0,0.0,13.0
2023-09-24 09:00:00-04:00,38.0,2493.0,2455.0,14685.0,12230.0,360.0,25.0,60.0,21.1,5.3,13.0,0.0,0.6,8805.0,3097.0,777.0,1912.0,0.0,94.0
2023-09-24 10:00:00-04:00,33.0,2576.0,2543.0,15318.0,12775.0,523.0,34.0,57.4,22.4,7.6,11.1,0.0,1.4,8798.0,3432.0,1170.0,1702.0,0.0,216.0
2023-09-24 11:00:00-04:00,59.0,2264.0,2205.0,15106.0,12901.0,562.0,37.0,58.3,20.3,9.0,10.3,0.0,2.1,8802.0,3072.0,1359.0,1558.0,0.0,315.0
2023-09-24 12:00:00-04:00,135.0,2281.0,2146.0,15333.0,13187.0,667.0,43.0,57.4,20.4,11.2,8.5,0.0,2.5,8796.0,3122.0,1719.0,1309.0,0.0,387.0
2023-09-24 13:00:00-04:00,116.0,1873.0,1757.0,15379.0,13622.0,819.0,53.0,57.2,20.3,14.9,5.2,0.0,2.4,8795.0,3125.0,2290.0,798.0,0.0,371.0
2023-09-24 14:00:00-04:00,59.0,1981.0,1922.0,15553.0,13631.0,859.0,55.0,56.5,21.0,17.0,3.5,0.0,2.0,8788.0,3259.0,2649.0,552.0,0.0,305.0
2023-09-24 15:00:00-04:00,59.0,2029.0,1970.0,15770.0,13800.0,713.0,45.0,55.7,21.0,14.5,7.0,0.0,1.8,8786.0,3319.0,2281.0,1108.0,0.0,276.0
2023-09-24 16:00:00-04:00,59.0,1982.0,1923.0,16120.0,14197.0,727.0,45.0,54.3,21.1,14.3,8.8,0.0,1.4,8760.0,3401.0,2310.0,1423.0,0.0,226.0
2023-09-24 17:00:00-04:00,59.0,2227.0,2168.0,16941.0,14773.0,902.0,53.0,51.4,22.9,16.3,8.3,0.0,1.1,8712.0,3879.0,2767.0,1398.0,0.0,185.0
2023-09-24 18:00:00-04:00,70.0,2074.0,2004.0,17530.0,15526.0,1148.0,65.0,49.6,22.7,20.3,6.8,0.0,0.6,8701.0,3973.0,3558.0,1198.0,0.0,100.0
2023-09-24 19:00:00-04:00,302.0,1822.0,1520.0,17458.0,15938.0,1141.0,65.0,49.9,23.8,20.2,5.9,0.0,0.1,8714.0,4163.0,3525.0,1034.0,0.0,22.0
2023-09-24 20:00:00-04:00,502.0,1773.0,1271.0,17407.0,16136.0,1149.0,66.0,50.1,23.4,20.0,6.5,0.0,0.0,8716.0,4079.0,3489.0,1123.0,0.0,0.0
2023-09-24 21:00:00-04:00,506.0,1624.0,1118.0,16876.0,15758.0,1086.0,64.0,51.6,22.5,18.9,6.9,0.0,0.0,8716.0,3802.0,3192.0,1166.0,0.0,0.0
2023-09-24 22:00:00-04:00,62.0,1662.0,1600.0,16605.0,15005.0,1078.0,65.0,52.5,21.5,19.2,6.9,0.0,0.0,8718.0,3567.0,3180.0,1140.0,0.0,0.0
2023-09-24 23:00:00-04:00,59.0,1897.0,1838.0,16028.0,14190.0,1019.0,64.0,54.4,21.7,16.3,7.6,0.0,0.0,8718.0,3481.0,2610.0,1219.0,0.0,0.0
2023-09-25 00:00:00-04:00,59.0,2169.0,2110.0,15428.0,13318.0,893.0,58.0,56.5,21.7,13.5,8.3,0.0,0.0,8716.0,3342.0,2085.0,1285.0,0.0,0.0
2023-09-25 01:00:00-04:00,116.0,2160.0,2044.0,14712.0,12668.0,776.0,53.0,59.0,20.2,12.5,8.3,0.0,0.0,8683.0,2974.0,1838.0,1217.0,0.0,0.0
2023-09-25 02:00:00-04:00,118.0,2155.0,2037.0,14185.0,12148.0,541.0,38.0,61.3,21.9,9.2,7.7,0.0,0.0,8694.0,3106.0,1298.0,1087.0,0.0,0.0
2023-09-25 03:00:00-04:00,114.0,2160.0,2046.0,13915.0,11869.0,446.0,32.0,62.5,22.6,7.7,7.2,0.0,0.0,8699.0,3142.0,1067.0,1007.0,0.0,0.0
2023-09-25 04:00:00-04:00,155.0,1993.0,1838.0,13698.0,11860.0,423.0,31.0,63.5,21.3,7.7,7.5,0.0,0.0,8702.0,2911.0,1059.0,1026.0,0.0,0.0
2023-09-25 05:00:00-04:00,114.0,1997.0,1883.0,13805.0,11922.0,548.0,40.0,63.3,19.1,11.6,6.0,0.0,0.0,8737.0,2633.0,1601.0,834.0,0.0,0.0
2023-09-25 06:00:00-04:00,114.0,2106.0,1992.0,14242.0,12250.0,649.0,46.0,61.5,18.7,14.1,5.7,0.0,0.0,8761.0,2661.0,2013.0,807.0,0.0,0.0
2023-09-25 07:00:00-04:00,114.0,1780.0,1666.0,14995.0,13329.0,824.0,55.0,58.5,17.9,17.1,6.5,0.0,0.0,8767.0,2690.0,2570.0,968.0,0.0,0.0
2023-09-25 08:00:00-04:00,75.0,1632.0,1557.0,16050.0,14493.0,922.0,57.0,54.6,20.0,17.3,8.0,0.0,0.1,8767.0,3215.0,2779.0,1276.0,0.0,13.0
2023-09-25 09:00:00-04:00,64.0,1360.0,1296.0,16155.0,14859.0,922.0,57.0,54.3,20.3,17.2,7.7,0.0,0.5,8766.0,3276.0,2778.0,1248.0,0.0,87.0
2023-09-25 10:00:00-04:00,127.0,1601.0,1474.0,16364.0,14890.0,968.0,59.0,53.6,21.2,17.6,6.5,0.0,1.1,8763.0,3474.0,2886.0,1061.0,0.0,180.0
2023-09-25 11:00:00-04:00,93.0,1674.0,1581.0,16694.0,15113.0,1031.0,62.0,52.5,21.4,18.4,6.2,0.0,1.5,8764.0,3567.0,3065.0,1043.0,0.0,255.0
2023-09-25 12:00:00-04:00,113.0,1634.0,1521.0,16781.0,15260.0,1031.0,61.0,52.2,21.2,18.1,6.7,0.0,1.8,8764.0,3563.0,3030.0,1120.0,0.0,304.0
2023-09-25 13:00:00-04:00,108.0,1771.0,1663.0,17188.0,15525.0,1099.0,64.0,51.1,20.7,19.1,7.2,0.0,1.9,8791.0,3560.0,3283.0,1230.0,0.0,324.0
2023-09-25 14:00:00-04:00,59.0,1936.0,1877.0,17589.0,15712.0,1150.0,65.0,50.2,21.2,19.1,7.6,0.0,1.9,8826.0,3727.0,3367.0,1330.0,0.0,339.0
2023-09-25 15:00:00-04:00,59.0,1892.0,1833.0,17651.0,15818.0,1183.0,67.0,50.0,21.8,19.7,6.7,0.0,1.8,8817.0,3856.0,3485.0,1180.0,0.0,313.0
2023-09-25 16:00:00-04:00,259.0,1704.0,1445.0,17507.0,16062.0,1189.0,68.0,50.3,21.9,20.3,5.8,0.0,1.7,8810.0,3840.0,3546.0,1011.0,6.0,294.0
2023-09-25 17:00:00-04:00,541.0,1701.0,1160.0,17588.0,16428.0,1170.0,66.0,50.0,23.0,20.4,5.5,0.1,1.0,8802.0,4041.0,3592.0,965.0,10.0,178.0
2023-09-25 18:00:00-04:00,893.0,1646.0,753.0,17657.0,16904.0,1211.0,69.0,49.9,23.3,21.3,5.0,0.0,0.4,8809.0,4122.0,3758.0,884.0,8.0,76.0
2023-09-25 19:00:00-04:00,1053.0,1600.0,547.0,17450.0,16903.0,1142.0,65.0,50.5,23.4,20.3,5.6,0.1,0.1,8809.0,4092.0,3542.0,977.0,16.0,14.0
2023-09-25 20:00:00-04:00,1221.0,1651.0,430.0,17371.0,16941.0,1119.0,64.0,50.8,23.2,18.9,7.0,0.1,0.0,8824.0,4029.0,3287.0,1209.0,22.0,0.0
2023-09-25 21:00:00-04:00,759.0,1584.0,825.0,17416.0,16591.0,1108.0,64.0,50.7,22.6,18.5,8.0,0.1,0.0,8837.0,3941.0,3219.0,1399.0,20.0,0.0
2023-09-25 22:00:00-04:00,59.0,1584.0,1525.0,17385.0,15860.0,1141.0,66.0,50.8,20.9,19.4,8.8,0.1,0.0,8839.0,3637.0,3369.0,1531.0,9.0,0.0
2023-09-25 23:00:00-04:00,59.0,2099.0,2040.0,16924.0,14884.0,1081.0,64.0,52.2,19.6,18.9,9.2,0.1,0.0,8838.0,3323.0,3197.0,1554.0,12.0,0.0
2023-09-26 00:00:00-04:00,77.0,2221.0,2144.0,16000.0,13856.0,788.0,49.0,55.2,19.2,15.2,10.3,0.0,0.0,8838.0,3070.0,2438.0,1650.0,4.0,0.0
2023-09-26 01:00:00-04:00,112.0,2312.0,2200.0,15315.0,13115.0,542.0,35.0,57.7,19.1,12.2,11.0,0.0,0.0,8842.0,2922.0,1862.0,1689.0,0.0,0.0
2023-09-26 02:00:00-04:00,126.0,2389.0,2263.0,14752.0,12489.0,511.0,35.0,59.9,19.1,9.2,11.8,0.0,0.0,8839.0,2815.0,1359.0,1739.0,0.0,0.0
2023-09-26 03:00:00-04:00,112.0,2237.0,2125.0,14320.0,12195.0,386.0,27.0,61.7,20.7,6.0,11.7,0.0,0.0,8838.0,2958.0,854.0,1670.0,0.0,0.0
2023-09-26 04:00:00-04:00,136.0,2438.0,2302.0,14388.0,12086.0,401.0,28.0,61.4,21.1,6.1,11.3,0.0,0.0,8841.0,3032.0,883.0,1632.0,0.0,0.0
2023-09-26 05:00:00-04:00,112.0,2235.0,2123.0,14368.0,12245.0,448.0,31.0,61.5,19.1,7.9,11.5,0.0,0.0,8843.0,2739.0,1134.0,1652.0,0.0,0.0
2023-09-26 06:00:00-04:00,112.0,2343.0,2231.0,14906.0,12675.0,537.0,36.0,59.3,18.3,10.9,11.5,0.0,0.0,8846.0,2729.0,1619.0,1712.0,0.0,0.0
2023-09-26 07:00:00-04:00,159.0,2282.0,2123.0,15847.0,13724.0,604.0,38.0,55.9,19.2,12.8,12.1,0.0,0.0,8852.0,3037.0,2036.0,1922.0,0.0,0.0
2023-09-26 08:00:00-04:00,57.0,1907.0,1850.0,16700.0,14850.0,699.0,42.0,53.0,21.7,14.0,11.4,0.0,0.0,8844.0,3617.0,2331.0,1903.0,0.0,5.0
2023-09-26 09:00:00-04:00,57.0,1658.0,1601.0,16821.0,15220.0,805.0,48.0,52.4,22.5,15.9,8.8,0.0,0.5,8810.0,3780.0,2681.0,1474.0,0.0,76.0
2023-09-26 10:00:00-04:00,69.0,1734.0,1665.0,16821.0,15156.0,886.0,53.0,52.1,21.8,17.7,7.3,0.0,1.0,8767.0,3675.0,2971.0,1232.0,0.0,176.0
2023-09-26 11:00:00-04:00,83.0,1588.0,1505.0,16774.0,15269.0,904.0,54.0,51.9,21.1,17.7,8.0,0.0,1.4,8700.0,3531.0,2973.0,1336.0,0.0,234.0
2023-09-26 12:00:00-04:00,106.0,1377.0,1271.0,16507.0,15236.0,816.0,49.0,52.5,20.9,15.6,9.5,0.0,1.5,8662.0,3451.0,2574.0,1574.0,0.0,246.0
2023-09-26 13:00:00-04:00,116.0,1501.0,1385.0,16524.0,15139.0,750.0,45.0,51.6,21.0,14.5,11.2,0.0,1.7,8528.0,3472.0,2388.0,1848.0,0.0,288.0
2023-09-26 14:00:00-04:00,57.0,1799.0,1742.0,17017.0,15275.0,771.0,45.0,50.4,21.5,14.5,11.9,0.0,1.6,8581.0,3665.0,2465.0,2026.0,0.0,280.0
2023-09-26 15:00:00-04:00,57.0,1832.0,1775.0,17167.0,15392.0,803.0,47.0,50.1,21.3,14.7,12.3,0.0,1.5,8605.0,3650.0,2529.0,2120.0,0.0,263.0
2023-09-26 16:00:00-04:00,57.0,1787.0,1730.0,17355.0,15625.0,874.0,50.0,49.6,20.8,15.5,12.8,0.0,1.3,8609.0,3611.0,2690.0,2215.0,0.0,230.0
2023-09-26 17:00:00-04:00,57.0,1663.0,1606.0,17594.0,15988.0,945.0,54.0,49.0,21.3,16.1,12.6,0.0,1.0,8621.0,3748.0,2831.0,2223.0,0.0,171.0
2023-09-26 18:00:00-04:00,332.0,1537.0,1205.0,17602.0,16397.0,980.0,56.0,48.9,21.5,16.5,12.5,0.0,0.5,8607.0,3785.0,2912.0,2207.0,0.0,91.0
2023-09-26 19:00:00-04:00,537.0,1546.0,1009.0,17383.0,16374.0,960.0,55.0,49.5,22.2,16.5,11.8,0.0,0.1,8602.0,3852.0,2866.0,2044.0,0.0,19.0
2023-09-26 20:00:00-04:00,615.0,1602.0,987.0,17532.0,16545.0,989.0,56.0,49.1,22.6,16.7,11.6,0.0,0.0,8603.0,3966.0,2931.0,2032.0,0.0,0.0
2023-09-26 21:00:00-04:00,708.0,1394.0,686.0,17027.0,16341.0,941.0,55.0,50.4,20.3,16.6,12.7,0.0,0.0,8589.0,3453.0,2822.0,2163.0,0.0,0.0
2023-09-26 22:00:00-04:00,101.0,1487.0,1386.0,17019.0,15633.0,918.0,54.0,50.4,20.3,16.2,13.1,0.0,0.0,8581.0,3451.0,2756.0,2231.0,0.0,0.0
2023-09-26 23:00:00-04:00,57.0,2143.0,2086.0,16805.0,14719.0,902.0,54.0,51.1,18.9,16.9,13.1,0.0,0.0,8587.0,3181.0,2833.0,2204.0,0.0,0.0
2023-09-27 00:00:00-04:00,59.0,2358.0,2299.0,16037.0,13738.0,727.0,45.0,53.8,19.2,14.6,12.3,0.0,0.0,8634.0,3080.0,2343.0,1980.0,0.0,0.0
2023-09-27 01:00:00-04:00,112.0,2338.0,2226.0,15197.0,12971.0,660.0,43.0,56.7,19.8,11.7,11.8,0.0,0.0,8623.0,3012.0,1773.0,1789.0,0.0,0.0
2023-09-27 03:00:00-04:00,64.0,2213.0,2149.0,14319.0,12170.0,480.0,33.0,60.2,21.5,7.7,10.6,0.0,0.0,8616.0,3084.0,1098.0,1521.0,0.0,0.0
